City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
New York,Kingsbridge,40.88168737,-73.90281799,Bronx Alehouse,40.88468935,-73.8997071,Beer Bar
New York,Kingsbridge,40.88168737,-73.90281799,Estrellita Poblana V,40.87968704,-73.90625683,Mexican Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Smashburger,40.88422085,-73.90033255,Burger Joint
New York,Kingsbridge,40.88168737,-73.90281799,Picante Picante Mexican Restaurant,40.878252,-73.902936,Mexican Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,BJ's  Wholesale Club,40.88410356,-73.90026731,Warehouse Store
New York,Kingsbridge,40.88168737,-73.90281799,Tilila,40.88387243,-73.89820854,Bar
New York,Kingsbridge,40.88168737,-73.90281799,Mon Amour Coffee & Wine,40.88500863,-73.90033223,Coffee Shop
New York,Kingsbridge,40.88168737,-73.90281799,Chipotle Mexican Grill,40.88445494,-73.90074613,Mexican Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Carvel Ice Cream,40.88365715,-73.90165452,Ice Cream Shop
New York,Kingsbridge,40.88168737,-73.90281799,Buffalo Wild Wings,40.88446011,-73.90042394,Wings Joint
New York,Kingsbridge,40.88168737,-73.90281799,MyUnique,40.88196572,-73.90358396,Thrift / Vintage Store
New York,Kingsbridge,40.88168737,-73.90281799,Broadway Pizza & Pasta,40.87882247,-73.90449403,Pizza Place
New York,Kingsbridge,40.88168737,-73.90281799,Dunkin Donuts,40.87914592,-73.90526025,Donut Shop
New York,Kingsbridge,40.88168737,-73.90281799,Sugarboy Bakery Cafe,40.8778317,-73.90266884,Bakery
New York,Kingsbridge,40.88168737,-73.90281799,Q'Kachapa,40.88000589,-73.90415709,Spanish Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,ALDI,40.8778363,-73.9046557,Supermarket
New York,Kingsbridge,40.88168737,-73.90281799,The Putnam Trail,40.88518925,-73.89944963,Trail
New York,Kingsbridge,40.88168737,-73.90281799,Land & Sea Restaurant,40.87788463,-73.90587282,Seafood Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Riverdale Diner,40.88518285,-73.89948352,Diner
New York,Kingsbridge,40.88168737,-73.90281799,El Economico Restaurant,40.87933019,-73.90459711,Spanish Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Lot Less Closeouts,40.87827042,-73.90526467,Discount Store
New York,Kingsbridge,40.88168737,-73.90281799,S & S Cheesecake,40.88479273,-73.89986082,Bakery
New York,Kingsbridge,40.88168737,-73.90281799,The Local,40.87855276,-73.90346177,Bar
New York,Kingsbridge,40.88168737,-73.90281799,Mr. McGoo's,40.87941944,-73.90424277,Bar
New York,Kingsbridge,40.88168737,-73.90281799,Stop & Shop,40.8821286,-73.9016868,Supermarket
New York,Kingsbridge,40.88168737,-73.90281799,IHOP,40.88042209,-73.90401864,Breakfast Spot
New York,Kingsbridge,40.88168737,-73.90281799,Leila's Hand Dipped Chocolate,40.87927542,-73.90565363,Candy Store
New York,Kingsbridge,40.88168737,-73.90281799,Silhouette Restaurant & Lounge,40.88070644,-73.90268654,Latin American Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Enterprise Rent-A-Car,40.87986609,-73.90384738,Rental Car Location
New York,Kingsbridge,40.88168737,-73.90281799,SUBWAY,40.87849272,-73.90538547,Sandwich Place
New York,Kingsbridge,40.88168737,-73.90281799,Gold Mine Cafe,40.87891577,-73.90469764,Café
New York,Kingsbridge,40.88168737,-73.90281799,Five Below,40.87763977,-73.90499115,Discount Store
New York,Kingsbridge,40.88168737,-73.90281799,Little Caesars Pizza,40.88000167,-73.90413957,Pizza Place
New York,Kingsbridge,40.88168737,-73.90281799,Payless ShoeSource,40.87880794,-73.90437497,Shoe Store
New York,Kingsbridge,40.88168737,-73.90281799,Dollar Tree,40.881805,-73.90312,Discount Store
New York,Kingsbridge,40.88168737,-73.90281799,Foodtown of Riverdale,40.878524,-73.905296,Supermarket
New York,Kingsbridge,40.88168737,-73.90281799,KFC,40.88006161,-73.90409424,Fast Food Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Sleepy's Riverdale,40.88157953,-73.90327739,Mattress Store
New York,Kingsbridge,40.88168737,-73.90281799,Redbox,40.87860412,-73.90488022,Video Store
New York,Kingsbridge,40.88168737,-73.90281799,FedEx Office Print & Ship Center,40.882667,-73.901487,Shipping Store
New York,Kingsbridge,40.88168737,-73.90281799,Walgreens,40.8785384,-73.9047797,Pharmacy
New York,Kingsbridge,40.88168737,-73.90281799,GNC,40.8797601,-73.90448406,Supplement Shop
New York,Kingsbridge,40.88168737,-73.90281799,Chase Bank,40.87922937,-73.90496761,Bank
New York,Kingsbridge,40.88168737,-73.90281799,Subway,40.87772035,-73.90537973,Sandwich Place
New York,Kingsbridge,40.88168737,-73.90281799,Petco,40.8841226,-73.89933924,Pet Store
New York,Kingsbridge,40.88168737,-73.90281799,Popeyes Louisiana Kitchen,40.87931189,-73.90479759,Fried Chicken Joint
New York,Kingsbridge,40.88168737,-73.90281799,The Bridge Tavern,40.88349538,-73.90176257,Sports Bar
New York,Kingsbridge,40.88168737,-73.90281799,Cold Cut City,40.87917359,-73.9057534,Sandwich Place
New York,Kingsbridge,40.88168737,-73.90281799,Dunkin Donuts,40.88419677,-73.90027252,Donut Shop
New York,Kingsbridge,40.88168737,-73.90281799,Rite Aid,40.885481,-73.900814,Pharmacy
New York,Kingsbridge,40.88168737,-73.90281799,Domino's Pizza,40.88445524,-73.90217502,Pizza Place
New York,Kingsbridge,40.88168737,-73.90281799,McDonald's,40.88404549,-73.90168257,Fast Food Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,Hola España,40.87915969,-73.90455296,Latin American Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,"East Coast United Brazilian Jiu Jitsu , MMA & Yoga",40.88379203,-73.90157311,Martial Arts Dojo
New York,Kingsbridge,40.88168737,-73.90281799,Papa John's,40.8840152,-73.90308314,Pizza Place
New York,Kingsbridge,40.88168737,-73.90281799,Kingsbridge Wine And Spirits,40.88420053,-73.90177981,Liquor Store
New York,Kingsbridge,40.88168737,-73.90281799,The Punchbowl,40.88501956,-73.90066151,Bar
New York,Kingsbridge,40.88168737,-73.90281799,Stella D'oro Biscuit Co,40.88484366,-73.9011712,Bakery
New York,Kingsbridge,40.88168737,-73.90281799,Cafeccino Bakery,40.880068,-73.90706439,Bagel Shop
New York,Kingsbridge,40.88168737,-73.90281799,Kingsbridge-Riverdale Farmers' Market,40.87939442,-73.90712512,Vegetarian / Vegan Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,100% Juice Bar Cafe,40.88359818,-73.89787551,Juice Bar
New York,Kingsbridge,40.88168737,-73.90281799,H & A Convenience Store,40.88381876,-73.89796164,Deli / Bodega
New York,Kingsbridge,40.88168737,-73.90281799,Van Cortlandt Deli,40.88517706,-73.89952611,Deli / Bodega
New York,Kingsbridge,40.88168737,-73.90281799,Coyote Statue,40.88517979,-73.89943873,Outdoor Sculpture
New York,Kingsbridge,40.88168737,-73.90281799,Van Cortlandt Southwest Playround,40.88519274,-73.8994371,Playground
New York,Kingsbridge,40.88168737,-73.90281799,American Legion Post 774,40.880019,-73.90818357,Speakeasy
New York,Kingsbridge,40.88168737,-73.90281799,Golden Gate Express,40.88098557,-73.90857769,Chinese Restaurant
New York,Kingsbridge,40.88168737,-73.90281799,MTA - Bx7 Bus,40.88103176,-73.90867529,Bus Line
New York,Marble Hill,40.87655078,-73.91065966,Arturo's,40.87441177,-73.91027101,Pizza Place
New York,Marble Hill,40.87655078,-73.91065966,Bikram Yoga,40.87684369,-73.90620384,Yoga Studio
New York,Marble Hill,40.87655078,-73.91065966,Tibbett Diner,40.88040442,-73.90893738,Diner
New York,Marble Hill,40.87655078,-73.91065966,Dunkin' Donuts,40.87699278,-73.90650658,Donut Shop
New York,Marble Hill,40.87655078,-73.91065966,Starbucks,40.87753135,-73.90558216,Coffee Shop
New York,Marble Hill,40.87655078,-73.91065966,Land & Sea Restaurant,40.87788463,-73.90587282,Seafood Restaurant
New York,Marble Hill,40.87655078,-73.91065966,Blink Fitness Riverdale,40.87714687,-73.90583697,Gym
New York,Marble Hill,40.87655078,-73.91065966,Starbucks,40.87375455,-73.90861305,Coffee Shop
New York,Marble Hill,40.87655078,-73.91065966,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
New York,Marble Hill,40.87655078,-73.91065966,T.J. Maxx,40.87723198,-73.9050424,Department Store
New York,Marble Hill,40.87655078,-73.91065966,Rite Aid,40.87546657,-73.90890629,Pharmacy
New York,Marble Hill,40.87655078,-73.91065966,Lot Less Closeouts,40.87827042,-73.90526467,Discount Store
New York,Marble Hill,40.87655078,-73.91065966,GameStop,40.8742668,-73.90934218,Video Game Store
New York,Marble Hill,40.87655078,-73.91065966,Vitamin Shoppe,40.87716,-73.905632,Supplement Shop
New York,Marble Hill,40.87655078,-73.91065966,Payless ShoeSource,40.87372764,-73.9084834,Shoe Store
New York,Marble Hill,40.87655078,-73.91065966,Boston Market,40.87743,-73.9054121,Comfort Food Restaurant
New York,Marble Hill,40.87655078,-73.91065966,Five Below,40.87763977,-73.90499115,Discount Store
New York,Marble Hill,40.87655078,-73.91065966,Parrilla Latina,40.87747294,-73.90607347,Steakhouse
New York,Marble Hill,40.87655078,-73.91065966,Baskin-Robbins,40.87697553,-73.90675193,Ice Cream Shop
New York,Marble Hill,40.87655078,-73.91065966,TD Bank,40.8794958,-73.9092856,Bank
New York,Marble Hill,40.87655078,-73.91065966,SUBWAY,40.87849272,-73.90538547,Sandwich Place
New York,Marble Hill,40.87655078,-73.91065966,The Children's Place,40.87367159,-73.9081562,Kids Store
New York,Marble Hill,40.87655078,-73.91065966,Broadway Plaza,40.87753907,-73.90539578,Shopping Mall
New York,Marble Hill,40.87655078,-73.91065966,Terrace View Delicatessen,40.87647648,-73.91274587,Deli / Bodega
New York,Woodlawn,40.89827261,-73.86731497,Katonah Pizza and Pasta,40.89878411,-73.86745707,Pizza Place
New York,Woodlawn,40.89827261,-73.86731497,Rambling House,40.89843924,-73.86719658,Pub
New York,Woodlawn,40.89827261,-73.86731497,Curry Spot,40.89762494,-73.86714729,Indian Restaurant
New York,Woodlawn,40.89827261,-73.86731497,Patrizia's Of Woodlawn,40.9006384,-73.86772362,Italian Restaurant
New York,Woodlawn,40.89827261,-73.86731497,The Chipper Truck,40.8996195,-73.87147354,Food Truck
New York,Woodlawn,40.89827261,-73.86731497,Sean's Quality Deli,40.89759466,-73.86715058,Deli / Bodega
New York,Woodlawn,40.89827261,-73.86731497,Behan's Pub,40.8985845,-73.86750725,Bar
New York,Woodlawn,40.89827261,-73.86731497,Enterprise Rent-A-Car,40.8959958,-73.865392,Rental Car Location
New York,Woodlawn,40.89827261,-73.86731497,Dunkin' Donuts,40.89599184,-73.86360081,Donut Shop
New York,Woodlawn,40.89827261,-73.86731497,Metro North - Woodlawn Train Station,40.89559091,-73.86281374,Train Station
New York,Woodlawn,40.89827261,-73.86731497,CTown Supermarkets,40.89741967,-73.86739745,Supermarket
New York,Woodlawn,40.89827261,-73.86731497,Celtic House,40.89802855,-73.86731596,Pub
New York,Woodlawn,40.89827261,-73.86731497,Linda's Pizza,40.89988947,-73.86761922,Pizza Place
New York,Woodlawn,40.89827261,-73.86731497,Ivy's Nails,40.89986665,-73.86755141,Cosmetics Shop
New York,Woodlawn,40.89827261,-73.86731497,Angelica's Bakery,40.89918284,-73.86755276,Bakery
New York,Woodlawn,40.89827261,-73.86731497,Bella Napoli 2,40.89677602,-73.86718869,Pizza Place
New York,Woodlawn,40.89827261,-73.86731497,Greenland Deli,40.89893285,-73.86754567,Deli / Bodega
New York,Woodlawn,40.89827261,-73.86731497,Lark's Nest Bar,40.89801,-73.867207,Bar
New York,Woodlawn,40.89827261,-73.86731497,The Coachman's Inn,40.90014655,-73.86764673,Bar
New York,Woodlawn,40.89827261,-73.86731497,The Corner Scone,40.89857753,-73.86208442,Deli / Bodega
New York,Woodlawn,40.89827261,-73.86731497,Metro North 509 Local Train To Grand Central,40.89573556,-73.86322721,Moving Target
New York,Woodlawn,40.89827261,-73.86731497,Muskrat Cove,40.89661462,-73.86244621,Park
New York,Woodlawn,40.89827261,-73.86731497,Woodlawn Playground,40.89987709,-73.87224302,Playground
New York,Woodlawn,40.89827261,-73.86731497,Bella Napoli 2,40.89672979,-73.86231987,Pizza Place
New York,Woodlawn,40.89827261,-73.86731497,"Woodlawn Playground, Van Cortlandt Park",40.90001941,-73.87222005,Playground
New York,Woodlawn,40.89827261,-73.86731497,Stillwell Park,40.90210471,-73.86520843,Playground
New York,Woodlawn,40.89827261,-73.86731497,Sandhog Memorial Site,40.90258387,-73.86805659,Plaza
New York,Norwood,40.87722416,-73.87939074,Williamsbridge Reservoir Oval,40.87703279,-73.87733074,Park
New York,Norwood,40.87722416,-73.87939074,Nicky's Coffee Shop,40.87493279,-73.87940405,Coffee Shop
New York,Norwood,40.87722416,-73.87939074,Sal's Pizzeria,40.87526935,-73.87956261,Pizza Place
New York,Norwood,40.87722416,-73.87939074,Marconi Pizzeria,40.88076641,-73.87780802,Pizza Place
New York,Norwood,40.87722416,-73.87939074,Mosholu Park,40.87823437,-73.88316393,Park
New York,Norwood,40.87722416,-73.87939074,Payless ShoeSource,40.87845014,-73.87710105,Shoe Store
New York,Norwood,40.87722416,-73.87939074,Queen of Tacos,40.88024598,-73.88368544,Mexican Restaurant
New York,Norwood,40.87722416,-73.87939074,Tasty Picks,40.88166539,-73.87948377,Deli / Bodega
New York,Norwood,40.87722416,-73.87939074,Golden Krust Caribbean Bakery and Grill,40.88124851,-73.87894431,Caribbean Restaurant
New York,Norwood,40.87722416,-73.87939074,V.I.P.'S Cafe,40.88156583,-73.87929924,Restaurant
New York,Norwood,40.87722416,-73.87939074,CVS/Pharmacy,40.87449901,-73.87951536,Pharmacy
New York,Norwood,40.87722416,-73.87939074,CVS/Pharmacy,40.87919927,-73.87437919,Pharmacy
New York,Norwood,40.87722416,-73.87939074,SUBWAY,40.8728181,-73.87831164,Sandwich Place
New York,Norwood,40.87722416,-73.87939074,T-Mobile,40.872766,-73.878644,Mobile Phone Shop
New York,Norwood,40.87722416,-73.87939074,Chase Bank,40.87539176,-73.87973383,Bank
New York,Norwood,40.87722416,-73.87939074,M & R Pizza,40.88057929,-73.88322102,Pizza Place
New York,Norwood,40.87722416,-73.87939074,Foodtown of Bainbridge,40.873496,-73.878825,Supermarket
New York,Norwood,40.87722416,-73.87939074,McDonald's,40.872894,-73.878677,Fast Food Restaurant
New York,Norwood,40.87722416,-73.87939074,Nicky's Pizza & Ristorante,40.87337459,-73.88050846,Pizza Place
New York,Norwood,40.87722416,-73.87939074,Chase Bank,40.87303331,-73.87817837,Bank
New York,Norwood,40.87722416,-73.87939074,E Gunhill Rd & Tryon Ave,40.879374,-73.87710174,Plaza
New York,Norwood,40.87722416,-73.87939074,El Presidente II,40.88051621,-73.88323278,Spanish Restaurant
New York,Norwood,40.87722416,-73.87939074,Williamsbridge Reservoir Oval Park Track,40.87974114,-73.87593536,Athletics & Sports
New York,Norwood,40.87722416,-73.87939074,1 Stop Grocery & Candy Store,40.87962495,-73.87555063,Convenience Store
New York,Norwood,40.87722416,-73.87939074,East 205th St,40.87388232,-73.87641198,Park
New York,Norwood,40.87722416,-73.87939074,Pine Deli,40.88034,-73.88314247,American Restaurant
New York,Norwood,40.87722416,-73.87939074,"MTA MaBSTOA & Bee-Line Bus at Jerome Ave & Mosholu Pkwy: (Bx1, Bx2, Bx10, Bx28, Bx38 & BL 4, 20, 21)",40.87928893,-73.88450503,Bus Station
New York,Norwood,40.87722416,-73.87939074,vip,40.88161,-73.879349,American Restaurant
New York,Norwood,40.87722416,-73.87939074,Sprint,40.88132221,-73.88170056,Mobile Phone Shop
New York,Williamsbridge,40.88103888,-73.85744643,Frank's Soup Bowl,40.87757231,-73.85920155,Soup Place
New York,Williamsbridge,40.88103888,-73.85744643,Club Mystique,40.88414928,-73.856476,Nightclub
New York,Williamsbridge,40.88103888,-73.85744643,Cue Lounge,40.88416339,-73.85648443,Bar
New York,Williamsbridge,40.88103888,-73.85744643,The Dumplin Shop,40.88414316,-73.85644923,Caribbean Restaurant
New York,Williamsbridge,40.88103888,-73.85744643,Agnes Haywood Playground,40.87879,-73.8615,Playground
New York,Williamsbridge,40.88103888,-73.85744643,Kennedy Fried Chicken,40.88314755,-73.86269314,Fast Food Restaurant
New York,Baychester,40.86685811,-73.8357976,Caridad & Louie,40.86584304,-73.8377067,Spanish Restaurant
New York,Baychester,40.86685811,-73.8357976,Planet Fitness,40.86329787,-73.83556765,Gym / Fitness Center
New York,Baychester,40.86685811,-73.8357976,Chase Bank,40.86609583,-73.83833996,Bank
New York,Baychester,40.86685811,-73.8357976,SUBWAY,40.8686222,-73.83405221,Sandwich Place
New York,Baychester,40.86685811,-73.8357976,Pizza Hut,40.86868777,-73.83384615,Pizza Place
New York,Baychester,40.86685811,-73.8357976,ALDI Food Market,40.8632116,-73.8349391,Supermarket
New York,Baychester,40.86685811,-73.8357976,Dollar Tree,40.86438346,-73.83460776,Discount Store
New York,Baychester,40.86685811,-73.8357976,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
New York,Baychester,40.86685811,-73.8357976,Sleepy's Edson,40.86881402,-73.83367128,Mattress Store
New York,Baychester,40.86685811,-73.8357976,Petco,40.86320122,-73.83454249,Pet Store
New York,Baychester,40.86685811,-73.8357976,McDonald's,40.86870592,-73.83058532,Fast Food Restaurant
New York,Baychester,40.86685811,-73.8357976,Popeyes Chicken and Biscuits,40.86860058,-73.83120821,Fried Chicken Joint
New York,Baychester,40.86685811,-73.8357976,Chuck E. Cheese's,40.863089,-73.833352,Arcade
New York,Baychester,40.86685811,-73.8357976,Dunkin Donuts,40.86348425,-73.83426275,Donut Shop
New York,Baychester,40.86685811,-73.8357976,TGI Fridays,40.86318918,-73.83380672,American Restaurant
New York,Baychester,40.86685811,-73.8357976,Men's Wearhouse,40.86918,-73.83094,Men's Store
New York,Baychester,40.86685811,-73.8357976,City Island Express,40.86527655,-73.83723985,BBQ Joint
New York,Baychester,40.86685811,-73.8357976,P.C. Richard & Son,40.86811787,-73.83059312,Electronics Store
New York,Baychester,40.86685811,-73.8357976,Throughway,40.8700154,-73.83349509,Moving Target
New York,Baychester,40.86685811,-73.8357976,7 eleven,40.86930308,-73.83180499,Food Service
New York,Baychester,40.86685811,-73.8357976,Journeys,40.865951,-73.830155,Shopping Mall
New York,Pelham Parkway,40.8574135,-73.85475564,Peach Wave,40.85605142,-73.85570607,Frozen Yogurt Shop
New York,Pelham Parkway,40.8574135,-73.85475564,Enzo's,40.85423231,-73.85436243,Italian Restaurant
New York,Pelham Parkway,40.8574135,-73.85475564,Mr. Q's Chinese Restaurant,40.85579022,-73.85545501,Chinese Restaurant
New York,Pelham Parkway,40.8574135,-73.85475564,Venezia Pizzeria,40.85981175,-73.85522375,Pizza Place
New York,Pelham Parkway,40.8574135,-73.85475564,Sorrento Pizzeria,40.85438867,-73.85451988,Pizza Place
New York,Pelham Parkway,40.8574135,-73.85475564,Kiraku Hibachi & Sushi,40.85335601,-73.85362862,Sushi Restaurant
New York,Pelham Parkway,40.8574135,-73.85475564,Dunkin' Donuts,40.85638,-73.85609,Donut Shop
New York,Pelham Parkway,40.8574135,-73.85475564,Carvel Ice Cream,40.85513927,-73.85521661,Ice Cream Shop
New York,Pelham Parkway,40.8574135,-73.85475564,Liberty Donut & Coffee Shop,40.85533922,-73.85533282,Coffee Shop
New York,Pelham Parkway,40.8574135,-73.85475564,Bronx house,40.85668908,-73.86046676,Performing Arts Venue
New York,Pelham Parkway,40.8574135,-73.85475564,Pasta Pasta,40.85478806,-73.85492881,Italian Restaurant
New York,Pelham Parkway,40.8574135,-73.85475564,SUBWAY,40.85447023,-73.85484846,Sandwich Place
New York,Pelham Parkway,40.8574135,-73.85475564,Los Viajeros,40.85922592,-73.85005305,Food Truck
New York,Pelham Parkway,40.8574135,-73.85475564,Napolitana Pizza and Restaurant,40.8565013,-73.855584,Pizza Place
New York,Pelham Parkway,40.8574135,-73.85475564,Williamsbridge Gourmet Deli,40.85695845,-73.85630141,Deli / Bodega
New York,Pelham Parkway,40.8574135,-73.85475564,Milano Italian Delicatessen,40.85657378,-73.85582475,Deli / Bodega
New York,Pelham Parkway,40.8574135,-73.85475564,MTA Subway - Pelham Parkway (5),40.85874047,-73.8556077,Metro Station
New York,Pelham Parkway,40.8574135,-73.85475564,Rudy Macina Peace Memorial Plaza,40.85803216,-73.8563633,Plaza
New York,Pelham Parkway,40.8574135,-73.85475564,Peachwave Self Serve Frozen Yogurt & Smoothies,40.85612607,-73.85573287,Frozen Yogurt Shop
New York,Pelham Parkway,40.8574135,-73.85475564,Jennifer Nail & Spa,40.855122,-73.85517006,Spa
New York,Pelham Parkway,40.8574135,-73.85475564,Dr. Slamowits - Opthamology,40.8573469,-73.85060439,Eye Doctor
New York,Pelham Parkway,40.8574135,-73.85475564,B-Well Studio,40.85410703,-73.85398127,Gym / Fitness Center
New York,City Island,40.8472467,-73.78648845,City Island Diner,40.84723783,-73.78624489,Diner
New York,City Island,40.8472467,-73.78648845,Artie's Steak and Seafood,40.84954214,-73.7873173,Italian Restaurant
New York,City Island,40.8472467,-73.78648845,Crab Shanty,40.84880668,-73.78721146,Seafood Restaurant
